state,year,sex,age,ethnicity,population,
Kelantan,2022,Female,85 and above,Other (Citizen),0,
Kelantan,2022,Male,65-69,Bumi (Other),0,
Kelantan,2022,Male,65-69,Indian,0,
Kelantan,2022,Male,70-74,Bumi (Other),0,
Kelantan,2022,Male,70-74,Other (Non-Citizen),0,
Kelantan,2022,Male,75-79,Bumi (Other),0,
Kelantan,2022,Male,75-79,Other (Citizen),0,
Kelantan,2022,Male,75-79,Other (Non-Citizen),0,
Kelantan,2022,Male,80-84,Other (Citizen),0,
Kelantan,2022,Male,85 and above,Chinese,0,
Melaka,2022,Female,65-69,Bumi (Other),0,
Melaka,2022,Female,65-69,Other (Citizen),0,
Melaka,2022,Female,65-69,Other (Non-Citizen),0,
Terengganu,2022,Female,0-4,Bumi (Malay),55,
Terengganu,2022,Female,0-4,Bumi (Other),0,
Terengganu,2022,Female,0-4,Chinese,1,
Terengganu,2022,Female,0-4,Other (Citizen),0,
Terengganu,2022,Female,0-4,Other (Non-Citizen),0,
Terengganu,2022,Female,15-19,Bumi (Malay),52,
Terengganu,2022,Female,15-19,Bumi (Other),0,
Terengganu,2022,Female,15-19,Chinese,1,
Terengganu,2022,Female,15-19,Indian,0,
Terengganu,2022,Female,15-19,Other (Non-Citizen),0,
Terengganu,2022,Female,20-24,Bumi (Malay),55,
Terengganu,2022,Female,20-24,Bumi (Other),0,
Terengganu,2022,Female,20-24,Chinese,1,
Terengganu,2022,Female,20-24,Indian,0,
Terengganu,2022,Female,20-24,Other (Citizen),0,
Terengganu,2022,Female,20-24,Other (Non-Citizen),1,
Terengganu,2022,Female,25-29,Bumi (Malay),43,
Terengganu,2022,Female,25-29,Bumi (Other),0,
Terengganu,2022,Female,25-29,Chinese,1,
Terengganu,2022,Female,25-29,Indian,0,
Terengganu,2022,Female,25-29,Other (Citizen),0,
Terengganu,2022,Female,25-29,Other (Non-Citizen),1,
Terengganu,2022,Female,30-34,Bumi (Malay),41,
Terengganu,2022,Female,30-34,Bumi (Other),0,
Terengganu,2022,Female,30-34,Chinese,1,
Terengganu,2022,Female,30-34,Indian,0,
Terengganu,2022,Female,30-34,Other (Citizen),0,
Terengganu,2022,Female,30-34,Other (Non-Citizen),1,
Terengganu,2022,Female,35-39,Bumi (Malay),40,
Terengganu,2022,Female,35-39,Bumi (Other),0,
Terengganu,2022,Female,35-39,Chinese,1,
Terengganu,2022,Female,35-39,Indian,0,
Terengganu,2022,Female,35-39,Other (Citizen),0,
Terengganu,2022,Female,35-39,Other (Non-Citizen),1,
Terengganu,2022,Female,40-44,Bumi (Malay),33,
Terengganu,2022,Female,40-44,Bumi (Other),0,
Terengganu,2022,Female,40-44,Chinese,1,
Terengganu,2022,Female,40-44,Other (Citizen),0,
Terengganu,2022,Female,40-44,Other (Non-Citizen),1,
Terengganu,2022,Female,45-49,Bumi (Malay),28,
Terengganu,2022,Female,45-49,Bumi (Other),0,
Terengganu,2022,Female,45-49,Chinese,1,
Terengganu,2022,Female,45-49,Other (Citizen),0,
Terengganu,2022,Female,45-49,Other (Non-Citizen),1,
Terengganu,2022,Female,50-54,Bumi (Malay),27,
Terengganu,2022,Female,50-54,Bumi (Other),0,
Terengganu,2022,Female,50-54,Chinese,1,
Terengganu,2022,Female,50-54,Indian,0,
Terengganu,2022,Female,50-54,Other (Citizen),0,
Terengganu,2022,Female,50-54,Other (Non-Citizen),1,
Terengganu,2022,Female,55-59,Bumi (Malay),25,
Terengganu,2022,Female,55-59,Bumi (Other),0,
Terengganu,2022,Female,55-59,Chinese,1,
Terengganu,2022,Female,55-59,Other (Citizen),0,
Terengganu,2022,Female,55-59,Other (Non-Citizen),0,
Terengganu,2022,Female,60-64,Bumi (Malay),21,
Terengganu,2022,Female,60-64,Bumi (Other),0,
Terengganu,2022,Female,60-64,Chinese,1,
Terengganu,2022,Female,60-64,Other (Non-Citizen),0,
Melaka,2022,Female,70-74,Other (Citizen),0,
Melaka,2022,Female,70-74,Other (Non-Citizen),0,
Melaka,2022,Female,85 and above,Indian,0,
Melaka,2022,Male,65-69,Other (Citizen),0,
Melaka,2022,Male,70-74,Other (Citizen),0,
Melaka,2022,Male,70-74,Other (Non-Citizen),0,
Melaka,2022,Male,80-84,Indian,0,
Negeri Sembilan,2022,Female,65-69,Other (Citizen),0,
Negeri Sembilan,2022,Female,70-74,Bumi (Other),0,
Negeri Sembilan,2022,Female,70-74,Other (Non-Citizen),0,
Negeri Sembilan,2022,Female,75-79,Bumi (Other),0,
Terengganu,2022,Male,0-4,Bumi (Malay),58,
Terengganu,2022,Male,0-4,Bumi (Other),0,
Terengganu,2022,Male,0-4,Chinese,1,
Terengganu,2022,Male,0-4,Other (Citizen),0,
Terengganu,2022,Male,0-4,Other (Non-Citizen),0,
Terengganu,2022,Male,15-19,Bumi (Malay),56,
Terengganu,2022,Male,15-19,Bumi (Other),0,
Terengganu,2022,Male,15-19,Chinese,1,
Terengganu,2022,Male,15-19,Indian,0,
Terengganu,2022,Male,15-19,Other (Citizen),0,
Terengganu,2022,Male,15-19,Other (Non-Citizen),1,
Terengganu,2022,Male,20-24,Bumi (Malay),56,
Terengganu,2022,Male,20-24,Bumi (Other),0,
Terengganu,2022,Male,20-24,Chinese,1,
Terengganu,2022,Male,20-24,Indian,0,
Terengganu,2022,Male,20-24,Other (Citizen),0,
Terengganu,2022,Male,20-24,Other (Non-Citizen),3,
Terengganu,2022,Male,25-29,Bumi (Malay),44,
Terengganu,2022,Male,25-29,Bumi (Other),0,
Terengganu,2022,Male,25-29,Chinese,1,
Terengganu,2022,Male,25-29,Indian,0,
Terengganu,2022,Male,25-29,Other (Citizen),0,
Terengganu,2022,Male,25-29,Other (Non-Citizen),5,
Terengganu,2022,Male,30-34,Bumi (Malay),43,
Terengganu,2022,Male,30-34,Bumi (Other),0,
Terengganu,2022,Male,30-34,Chinese,1,
Terengganu,2022,Male,30-34,Indian,0,
Terengganu,2022,Male,30-34,Other (Citizen),0,
Terengganu,2022,Male,30-34,Other (Non-Citizen),5,
Terengganu,2022,Male,35-39,Bumi (Malay),42,
Terengganu,2022,Male,35-39,Bumi (Other),0,
Terengganu,2022,Male,35-39,Chinese,1,
Terengganu,2022,Male,35-39,Indian,0,
Terengganu,2022,Male,35-39,Other (Citizen),0,
Terengganu,2022,Male,35-39,Other (Non-Citizen),4,
Terengganu,2022,Male,40-44,Bumi (Malay),36,
Terengganu,2022,Male,40-44,Bumi (Other),0,
Terengganu,2022,Male,40-44,Chinese,1,
Terengganu,2022,Male,40-44,Indian,0,
Terengganu,2022,Male,40-44,Other (Citizen),0,
Terengganu,2022,Male,40-44,Other (Non-Citizen),3,
Terengganu,2022,Male,45-49,Bumi (Malay),27,
Terengganu,2022,Male,45-49,Bumi (Other),0,
Terengganu,2022,Male,45-49,Chinese,1,
Terengganu,2022,Male,45-49,Indian,0,
Terengganu,2022,Male,45-49,Other (Citizen),0,
Terengganu,2022,Male,45-49,Other (Non-Citizen),1,
Terengganu,2022,Male,50-54,Bumi (Malay),25,
Terengganu,2022,Male,50-54,Bumi (Other),0,
Terengganu,2022,Male,50-54,Chinese,1,
Terengganu,2022,Male,50-54,Other (Citizen),0,
Terengganu,2022,Male,50-54,Other (Non-Citizen),1,
Terengganu,2022,Male,55-59,Bumi (Malay),22,
Terengganu,2022,Male,55-59,Bumi (Other),0,
Terengganu,2022,Male,55-59,Chinese,1,
Terengganu,2022,Male,55-59,Other (Non-Citizen),1,
Terengganu,2022,Male,60-64,Bumi (Malay),20,
Terengganu,2022,Male,60-64,Bumi (Other),0,
Terengganu,2022,Male,60-64,Chinese,1,
Terengganu,2022,Male,60-64,Other (Non-Citizen),0,
Negeri Sembilan,2022,Female,75-79,Other (Non-Citizen),0,
Negeri Sembilan,2022,Female,80-84,Other (Non-Citizen),0,
Negeri Sembilan,2022,Female,85 and above,Other (Non-Citizen),0,
Negeri Sembilan,2022,Male,65-69,Other (Citizen),0,
Negeri Sembilan,2022,Male,70-74,Bumi (Other),0,
Negeri Sembilan,2022,Male,75-79,Bumi (Other),0,
Negeri Sembilan,2022,Male,75-79,Other (Non-Citizen),0,
Negeri Sembilan,2022,Male,80-84,Other (Non-Citizen),0,
Pahang,2022,Female,65-69,Other (Non-Citizen),0,
Pahang,2022,Female,85 and above,Other (Citizen),0,
Pahang,2022,Male,65-69,Other (Citizen),0,
Kuala Lumpur,2022,Female,0-4,Bumi (Malay),32,
Kuala Lumpur,2022,Female,0-4,Bumi (Other),1,
Kuala Lumpur,2022,Female,0-4,Chinese,16,
Kuala Lumpur,2022,Female,0-4,Indian,4,
Kuala Lumpur,2022,Female,0-4,Other (Citizen),1,
Kuala Lumpur,2022,Female,0-4,Other (Non-Citizen),3,
Kuala Lumpur,2022,Female,15-19,Bumi (Malay),32,
Kuala Lumpur,2022,Female,15-19,Bumi (Other),1,
Kuala Lumpur,2022,Female,15-19,Chinese,30,
Kuala Lumpur,2022,Female,15-19,Indian,7,
Kuala Lumpur,2022,Female,15-19,Other (Citizen),0,
Kuala Lumpur,2022,Female,15-19,Other (Non-Citizen),1,
Kuala Lumpur,2022,Female,20-24,Bumi (Malay),23,
Kuala Lumpur,2022,Female,20-24,Bumi (Other),1,
Kuala Lumpur,2022,Female,20-24,Chinese,20,
Kuala Lumpur,2022,Female,20-24,Indian,5,
Kuala Lumpur,2022,Female,20-24,Other (Citizen),0,
Kuala Lumpur,2022,Female,20-24,Other (Non-Citizen),2,
Kuala Lumpur,2022,Female,25-29,Bumi (Malay),35,
Kuala Lumpur,2022,Female,25-29,Bumi (Other),1,
Kuala Lumpur,2022,Female,25-29,Chinese,23,
Kuala Lumpur,2022,Female,25-29,Indian,6,
Kuala Lumpur,2022,Female,25-29,Other (Citizen),0,
Kuala Lumpur,2022,Female,25-29,Other (Non-Citizen),5,
Kuala Lumpur,2022,Female,30-34,Bumi (Malay),48,
Kuala Lumpur,2022,Female,30-34,Bumi (Other),2,
Kuala Lumpur,2022,Female,30-34,Chinese,34,
Kuala Lumpur,2022,Female,30-34,Indian,8,
Kuala Lumpur,2022,Female,30-34,Other (Citizen),1,
Kuala Lumpur,2022,Female,30-34,Other (Non-Citizen),7,
Kuala Lumpur,2022,Female,35-39,Bumi (Malay),46,
Kuala Lumpur,2022,Female,35-39,Bumi (Other),1,
Kuala Lumpur,2022,Female,35-39,Chinese,42,
Kuala Lumpur,2022,Female,35-39,Indian,9,
Kuala Lumpur,2022,Female,35-39,Other (Citizen),1,
Kuala Lumpur,2022,Female,35-39,Other (Non-Citizen),8,
Kuala Lumpur,2022,Female,40-44,Bumi (Malay),38,
Kuala Lumpur,2022,Female,40-44,Bumi (Other),1,
Kuala Lumpur,2022,Female,40-44,Chinese,41,
Kuala Lumpur,2022,Female,40-44,Indian,9,
Kuala Lumpur,2022,Female,40-44,Other (Citizen),1,
Kuala Lumpur,2022,Female,40-44,Other (Non-Citizen),6,
Kuala Lumpur,2022,Female,45-49,Bumi (Malay),26,
Kuala Lumpur,2022,Female,45-49,Bumi (Other),1,
Kuala Lumpur,2022,Female,45-49,Chinese,31,
Kuala Lumpur,2022,Female,45-49,Indian,7,
Kuala Lumpur,2022,Female,45-49,Other (Citizen),0,
Kuala Lumpur,2022,Female,45-49,Other (Non-Citizen),4,
Kuala Lumpur,2022,Female,50-54,Bumi (Malay),18,
Kuala Lumpur,2022,Female,50-54,Bumi (Other),0,
Kuala Lumpur,2022,Female,50-54,Chinese,21,
Kuala Lumpur,2022,Female,50-54,Indian,5,
Kuala Lumpur,2022,Female,50-54,Other (Citizen),0,
Kuala Lumpur,2022,Female,50-54,Other (Non-Citizen),2,
Kuala Lumpur,2022,Female,55-59,Bumi (Malay),14,
Kuala Lumpur,2022,Female,55-59,Bumi (Other),0,
Kuala Lumpur,2022,Female,55-59,Chinese,17,
Kuala Lumpur,2022,Female,55-59,Indian,4,
Kuala Lumpur,2022,Female,55-59,Other (Citizen),0,
Kuala Lumpur,2022,Female,55-59,Other (Non-Citizen),1,
Kuala Lumpur,2022,Female,60-64,Bumi (Malay),13,
Kuala Lumpur,2022,Female,60-64,Bumi (Other),0,
Kuala Lumpur,2022,Female,60-64,Chinese,15,
Kuala Lumpur,2022,Female,60-64,Indian,4,
Kuala Lumpur,2022,Female,60-64,Other (Citizen),0,
Kuala Lumpur,2022,Female,60-64,Other (Non-Citizen),1,
Pahang,2022,Male,65-69,Other (Non-Citizen),0,
Pahang,2022,Male,70-74,Other (Citizen),0,
Pahang,2022,Male,80-84,Indian,0,
Pahang,2022,Male,85 and above,Other (Non-Citizen),0,
Perak,2022,Female,70-74,Other (Citizen),0,
Perak,2022,Female,75-79,Other (Citizen),0,
Perak,2022,Female,80-84,Other (Citizen),0,
Perak,2022,Female,80-84,Other (Non-Citizen),0,
Perak,2022,Female,85 and above,Bumi (Other),0,
Perak,2022,Female,85 and above,Other (Non-Citizen),0,
Perak,2022,Male,70-74,Other (Citizen),0,
Perak,2022,Male,75-79,Other (Citizen),0,
Perak,2022,Male,75-79,Other (Non-Citizen),0,
Perak,2022,Male,80-84,Other (Non-Citizen),0,
Perak,2022,Male,85 and above,Bumi (Other),0,
Perlis,2022,Female,65-69,Indian,0,
Perlis,2022,Female,65-69,Other (Citizen),0,
Perlis,2022,Female,65-69,Other (Non-Citizen),0,
Perlis,2022,Female,70-74,Other (Citizen),0,
Perlis,2022,Female,75-79,Other (Citizen),0,
Perlis,2022,Female,80-84,Chinese,0,
Perlis,2022,Female,85 and above,Chinese,0,
Perlis,2022,Male,65-69,Indian,0,
Perlis,2022,Male,65-69,Other (Citizen),0,
Perlis,2022,Male,70-74,Other (Citizen),0,
Perlis,2022,Male,80-84,Chinese,0,
Pulau Pinang,2022,Female,65-69,Bumi (Other),0,
Pulau Pinang,2022,Female,70-74,Other (Citizen),0,
Pulau Pinang,2022,Female,75-79,Other (Citizen),0,
Kuala Lumpur,2022,Male,0-4,Bumi (Malay),32,
Kuala Lumpur,2022,Male,0-4,Bumi (Other),1,
Kuala Lumpur,2022,Male,0-4,Chinese,17,
Kuala Lumpur,2022,Male,0-4,Indian,4,
Kuala Lumpur,2022,Male,0-4,Other (Citizen),1,
Kuala Lumpur,2022,Male,0-4,Other (Non-Citizen),4,
Kuala Lumpur,2022,Male,15-19,Bumi (Malay),34,
Kuala Lumpur,2022,Male,15-19,Bumi (Other),1,
Kuala Lumpur,2022,Male,15-19,Chinese,34,
Kuala Lumpur,2022,Male,15-19,Indian,9,
Kuala Lumpur,2022,Male,15-19,Other (Citizen),0,
Kuala Lumpur,2022,Male,15-19,Other (Non-Citizen),2,
Kuala Lumpur,2022,Male,20-24,Bumi (Malay),25,
Kuala Lumpur,2022,Male,20-24,Bumi (Other),1,
Kuala Lumpur,2022,Male,20-24,Chinese,21,
Kuala Lumpur,2022,Male,20-24,Indian,6,
Kuala Lumpur,2022,Male,20-24,Other (Citizen),0,
Kuala Lumpur,2022,Male,20-24,Other (Non-Citizen),7,
Kuala Lumpur,2022,Male,25-29,Bumi (Malay),31,
Kuala Lumpur,2022,Male,25-29,Bumi (Other),1,
Kuala Lumpur,2022,Male,25-29,Chinese,22,
Kuala Lumpur,2022,Male,25-29,Indian,6,
Kuala Lumpur,2022,Male,25-29,Other (Citizen),0,
Kuala Lumpur,2022,Male,25-29,Other (Non-Citizen),23,
Kuala Lumpur,2022,Male,30-34,Bumi (Malay),45,
Kuala Lumpur,2022,Male,30-34,Bumi (Other),1,
Kuala Lumpur,2022,Male,30-34,Chinese,31,
Kuala Lumpur,2022,Male,30-34,Indian,8,
Kuala Lumpur,2022,Male,30-34,Other (Citizen),1,
Kuala Lumpur,2022,Male,30-34,Other (Non-Citizen),30,
Kuala Lumpur,2022,Male,35-39,Bumi (Malay),45,
Kuala Lumpur,2022,Male,35-39,Bumi (Other),1,
Kuala Lumpur,2022,Male,35-39,Chinese,39,
Kuala Lumpur,2022,Male,35-39,Indian,9,
Kuala Lumpur,2022,Male,35-39,Other (Citizen),1,
Kuala Lumpur,2022,Male,35-39,Other (Non-Citizen),32,
Kuala Lumpur,2022,Male,40-44,Bumi (Malay),38,
Kuala Lumpur,2022,Male,40-44,Bumi (Other),1,
Kuala Lumpur,2022,Male,40-44,Chinese,42,
Kuala Lumpur,2022,Male,40-44,Indian,10,
Kuala Lumpur,2022,Male,40-44,Other (Citizen),1,
Kuala Lumpur,2022,Male,40-44,Other (Non-Citizen),22,
Kuala Lumpur,2022,Male,45-49,Bumi (Malay),27,
Kuala Lumpur,2022,Male,45-49,Bumi (Other),1,
Kuala Lumpur,2022,Male,45-49,Chinese,33,
Kuala Lumpur,2022,Male,45-49,Indian,8,
Kuala Lumpur,2022,Male,45-49,Other (Citizen),0,
Kuala Lumpur,2022,Male,45-49,Other (Non-Citizen),13,
Kuala Lumpur,2022,Male,50-54,Bumi (Malay),19,
Kuala Lumpur,2022,Male,50-54,Bumi (Other),0,
Kuala Lumpur,2022,Male,50-54,Chinese,24,
Kuala Lumpur,2022,Male,50-54,Indian,6,
Kuala Lumpur,2022,Male,50-54,Other (Citizen),0,
Kuala Lumpur,2022,Male,50-54,Other (Non-Citizen),3,
Kuala Lumpur,2022,Male,55-59,Bumi (Malay),14,
Kuala Lumpur,2022,Male,55-59,Bumi (Other),0,
Kuala Lumpur,2022,Male,55-59,Chinese,17,
Kuala Lumpur,2022,Male,55-59,Indian,4,
Kuala Lumpur,2022,Male,55-59,Other (Citizen),0,
Kuala Lumpur,2022,Male,55-59,Other (Non-Citizen),1,
Kuala Lumpur,2022,Male,60-64,Bumi (Malay),12,
Kuala Lumpur,2022,Male,60-64,Bumi (Other),0,
Kuala Lumpur,2022,Male,60-64,Chinese,14,
Kuala Lumpur,2022,Male,60-64,Indian,4,
Kuala Lumpur,2022,Male,60-64,Other (Citizen),0,
Kuala Lumpur,2022,Male,60-64,Other (Non-Citizen),1,
Pulau Pinang,2022,Female,80-84,Other (Non-Citizen),0,
Pulau Pinang,2022,Female,85 and above,Indian,0,
Pulau Pinang,2022,Male,65-69,Bumi (Other),0,
Pulau Pinang,2022,Male,70-74,Other (Citizen),0,
Pulau Pinang,2022,Male,75-79,Other (Non-Citizen),0,
Pulau Pinang,2022,Male,80-84,Other (Non-Citizen),0,
Pulau Pinang,2022,Male,85 and above,Indian,0,
Sabah,2022,Female,65-69,Indian,0,
Sabah,2022,Female,80-84,Other (Citizen),0,
Sabah,2022,Female,85 and above,Chinese,0,
Sabah,2022,Female,85 and above,Other (Citizen),0,
Sabah,2022,Male,65-69,Indian,0,
Sabah,2022,Male,70-74,Indian,0,
Sabah,2022,Male,80-84,Other (Citizen),0,
Sabah,2022,Male,85 and above,Bumi (Malay),0,
Sabah,2022,Male,85 and above,Chinese,0,
Sabah,2022,Male,85 and above,Other (Citizen),0,
Sarawak,2022,Female,65-69,Indian,0,
Sarawak,2022,Female,65-69,Other (Citizen),0,
Sarawak,2022,Female,70-74,Indian,0,
Sarawak,2022,Female,70-74,Other (Non-Citizen),0,
Sarawak,2022,Female,75-79,Other (Non-Citizen),0,
Sarawak,2022,Male,65-69,Indian,0,
Sarawak,2022,Male,65-69,Other (Citizen),0,
Sarawak,2022,Male,70-74,Indian,0,
Sarawak,2022,Male,70-74,Other (Non-Citizen),0,
Sarawak,2022,Male,75-79,Other (Non-Citizen),0,
Selangor,2022,Male,80-84,Other (Citizen),0,
Labuan,2022,Female,0-4,Bumi (Malay),2,
Labuan,2022,Female,0-4,Bumi (Other),2,
Labuan,2022,Female,0-4,Chinese,0,
Labuan,2022,Female,0-4,Other (Citizen),0,
Labuan,2022,Female,0-4,Other (Non-Citizen),0,
Labuan,2022,Female,15-19,Bumi (Malay),1,
Labuan,2022,Female,15-19,Bumi (Other),2,
Labuan,2022,Female,15-19,Chinese,0,
Labuan,2022,Female,15-19,Other (Non-Citizen),0,
Labuan,2022,Female,20-24,Bumi (Malay),2,
Labuan,2022,Female,20-24,Bumi (Other),2,
Labuan,2022,Female,20-24,Chinese,1,
Labuan,2022,Female,20-24,Indian,0,
Labuan,2022,Female,20-24,Other (Non-Citizen),0,
Labuan,2022,Female,25-29,Bumi (Malay),1,
Labuan,2022,Female,25-29,Bumi (Other),2,
Labuan,2022,Female,25-29,Chinese,1,
Labuan,2022,Female,25-29,Indian,0,
Labuan,2022,Female,25-29,Other (Non-Citizen),1,
Labuan,2022,Female,30-34,Bumi (Malay),2,
Labuan,2022,Female,30-34,Bumi (Other),2,
Labuan,2022,Female,30-34,Chinese,0,
Labuan,2022,Female,30-34,Other (Non-Citizen),1,
Labuan,2022,Female,35-39,Bumi (Malay),2,
Labuan,2022,Female,35-39,Bumi (Other),2,
Labuan,2022,Female,35-39,Chinese,1,
Labuan,2022,Female,35-39,Indian,0,
Labuan,2022,Female,35-39,Other (Non-Citizen),1,
Labuan,2022,Female,40-44,Bumi (Malay),1,
Labuan,2022,Female,40-44,Bumi (Other),1,
Labuan,2022,Female,40-44,Chinese,0,
Labuan,2022,Female,40-44,Other (Non-Citizen),0,
Labuan,2022,Female,45-49,Bumi (Malay),1,
Labuan,2022,Female,45-49,Bumi (Other),1,
Labuan,2022,Female,45-49,Chinese,0,
Labuan,2022,Female,45-49,Other (Non-Citizen),0,
Labuan,2022,Female,50-54,Bumi (Malay),1,
Labuan,2022,Female,50-54,Bumi (Other),1,
Labuan,2022,Female,50-54,Chinese,0,
Labuan,2022,Female,50-54,Other (Non-Citizen),0,
Labuan,2022,Female,55-59,Bumi (Malay),1,
Labuan,2022,Female,55-59,Bumi (Other),1,
Labuan,2022,Female,55-59,Chinese,0,
Labuan,2022,Female,55-59,Other (Non-Citizen),0,
Labuan,2022,Female,60-64,Bumi (Malay),0,
Labuan,2022,Female,60-64,Bumi (Other),1,
Labuan,2022,Female,60-64,Chinese,0,
Labuan,2022,Female,60-64,Other (Non-Citizen),0,
Terengganu,2022,Female,65-69,Other (Non-Citizen),0,
Terengganu,2022,Female,85 and above,Chinese,0,
Terengganu,2022,Male,65-69,Other (Non-Citizen),0,
Terengganu,2022,Male,85 and above,Chinese,0,
Kuala Lumpur,2022,Female,65-69,Bumi (Other),0,
Kuala Lumpur,2022,Female,75-79,Bumi (Other),0,
Kuala Lumpur,2022,Female,75-79,Other (Citizen),0,
Kuala Lumpur,2022,Female,80-84,Bumi (Other),0,
Kuala Lumpur,2022,Female,80-84,Other (Citizen),0,
Kuala Lumpur,2022,Female,85 and above,Bumi (Other),0,
Kuala Lumpur,2022,Male,65-69,Bumi (Other),0,
Kuala Lumpur,2022,Male,65-69,Other (Citizen),0,
Kuala Lumpur,2022,Male,70-74,Bumi (Other),0,
Kuala Lumpur,2022,Male,70-74,Other (Citizen),0,
Labuan,2022,Male,0-4,Bumi (Malay),2,
Labuan,2022,Male,0-4,Bumi (Other),2,
Labuan,2022,Male,0-4,Chinese,0,
Labuan,2022,Male,0-4,Other (Citizen),0,
Labuan,2022,Male,0-4,Other (Non-Citizen),0,
Labuan,2022,Male,15-19,Bumi (Malay),1,
Labuan,2022,Male,15-19,Bumi (Other),2,
Labuan,2022,Male,15-19,Chinese,0,
Labuan,2022,Male,15-19,Other (Non-Citizen),0,
Labuan,2022,Male,20-24,Bumi (Malay),1,
Labuan,2022,Male,20-24,Bumi (Other),2,
Labuan,2022,Male,20-24,Chinese,0,
Labuan,2022,Male,20-24,Other (Non-Citizen),1,
Labuan,2022,Male,25-29,Bumi (Malay),2,
Labuan,2022,Male,25-29,Bumi (Other),2,
Labuan,2022,Male,25-29,Chinese,0,
Labuan,2022,Male,25-29,Other (Non-Citizen),1,
Labuan,2022,Male,30-34,Bumi (Malay),2,
Labuan,2022,Male,30-34,Bumi (Other),2,
Labuan,2022,Male,30-34,Chinese,0,
Labuan,2022,Male,30-34,Other (Non-Citizen),1,
Labuan,2022,Male,35-39,Bumi (Malay),2,
Labuan,2022,Male,35-39,Bumi (Other),2,
Labuan,2022,Male,35-39,Chinese,0,
Labuan,2022,Male,35-39,Indian,0,
Labuan,2022,Male,35-39,Other (Citizen),0,
Labuan,2022,Male,35-39,Other (Non-Citizen),1,
Labuan,2022,Male,40-44,Bumi (Malay),2,
Labuan,2022,Male,40-44,Bumi (Other),2,
Labuan,2022,Male,40-44,Chinese,0,
Labuan,2022,Male,40-44,Indian,0,
Labuan,2022,Male,40-44,Other (Non-Citizen),0,
Labuan,2022,Male,45-49,Bumi (Malay),1,
Labuan,2022,Male,45-49,Bumi (Other),1,
Labuan,2022,Male,45-49,Chinese,0,
Labuan,2022,Male,45-49,Other (Non-Citizen),0,
Labuan,2022,Male,50-54,Bumi (Malay),1,
Labuan,2022,Male,50-54,Bumi (Other),1,
Labuan,2022,Male,50-54,Chinese,0,
Labuan,2022,Male,50-54,Other (Non-Citizen),0,
Labuan,2022,Male,55-59,Bumi (Malay),1,
Labuan,2022,Male,55-59,Bumi (Other),1,
Labuan,2022,Male,55-59,Chinese,0,
Labuan,2022,Male,55-59,Other (Non-Citizen),0,
Labuan,2022,Male,60-64,Bumi (Malay),1,
Labuan,2022,Male,60-64,Bumi (Other),1,
Labuan,2022,Male,60-64,Chinese,0,
Labuan,2022,Male,60-64,Other (Non-Citizen),0,
Kuala Lumpur,2022,Male,75-79,Other (Citizen),0,
Kuala Lumpur,2022,Male,85 and above,Bumi (Other),0,
Labuan,2022,Female,65-69,Other (Non-Citizen),0,
Labuan,2022,Female,75-79,Bumi (Other),0,
Labuan,2022,Female,75-79,Chinese,0,
Labuan,2022,Female,80-84,Bumi (Other),0,
Labuan,2022,Female,80-84,Chinese,0,
Labuan,2022,Female,85 and above,Bumi (Malay),0,
Labuan,2022,Female,85 and above,Bumi (Other),0,
Labuan,2022,Female,85 and above,Chinese,0,
Labuan,2022,Male,75-79,Bumi (Malay),0,
Labuan,2022,Male,75-79,Bumi (Other),0,
Labuan,2022,Male,75-79,Chinese,0,
Labuan,2022,Male,80-84,Bumi (Other),0,
Putrajaya,2022,Female,0-4,Bumi (Malay),5,
Putrajaya,2022,Female,0-4,Bumi (Other),0,
Putrajaya,2022,Female,0-4,Indian,0,
Putrajaya,2022,Female,15-19,Bumi (Malay),4,
Putrajaya,2022,Female,15-19,Bumi (Other),0,
Putrajaya,2022,Female,20-24,Bumi (Malay),2,
Putrajaya,2022,Female,20-24,Bumi (Other),0,
Putrajaya,2022,Female,20-24,Other (Non-Citizen),0,
Putrajaya,2022,Female,25-29,Bumi (Malay),3,
Putrajaya,2022,Female,25-29,Bumi (Other),0,
Putrajaya,2022,Female,25-29,Other (Non-Citizen),0,
Putrajaya,2022,Female,30-34,Bumi (Malay),5,
Putrajaya,2022,Female,30-34,Bumi (Other),0,
Putrajaya,2022,Female,30-34,Indian,0,
Putrajaya,2022,Female,30-34,Other (Non-Citizen),0,
Putrajaya,2022,Female,35-39,Bumi (Malay),9,
Putrajaya,2022,Female,35-39,Bumi (Other),0,
Putrajaya,2022,Female,35-39,Indian,0,
Putrajaya,2022,Female,35-39,Other (Non-Citizen),0,
Putrajaya,2022,Female,40-44,Bumi (Malay),7,
Putrajaya,2022,Female,40-44,Bumi (Other),0,
Putrajaya,2022,Female,40-44,Indian,0,
Putrajaya,2022,Female,40-44,Other (Non-Citizen),0,
Putrajaya,2022,Female,45-49,Bumi (Malay),3,
Putrajaya,2022,Female,45-49,Bumi (Other),0,
Putrajaya,2022,Female,45-49,Other (Non-Citizen),0,
Putrajaya,2022,Female,50-54,Bumi (Malay),2,
Putrajaya,2022,Female,50-54,Other (Non-Citizen),0,
Putrajaya,2022,Female,55-59,Bumi (Malay),1,
Putrajaya,2022,Female,60-64,Bumi (Malay),1,
Labuan,2022,Male,80-84,Chinese,0,
Labuan,2022,Male,85 and above,Bumi (Malay),0,
Labuan,2022,Male,85 and above,Bumi (Other),0,
Labuan,2022,Male,85 and above,Chinese,0,
